"Order_Date","Row_ID","Order_ID","Ship_Mode","Customer_ID","Segment","Country","City","State","Postal_Code","Region","Product_ID","Category","Sub-Category","Sales","Quantity","Discount","Profit"
"2020-11-23",426,CA-2017-149160,Second Class,JM-15265,Corporate,United States,Canton,Michigan,48187,Central,FUR-FU-10003347,Furniture,Furnishings,28.4,2,0.0,11.076
"2020-11-23",427,CA-2017-149160,Second Class,JM-15265,Corporate,United States,Canton,Michigan,48187,Central,OFF-BI-10001543,Office Supplies,Binders,287.92,8,0.0,138.2016
"2020-10-01",429,CA-2017-152275,Standard Class,KH-16630,Corporate,United States,San Antonio,Texas,78207,Central,OFF-AR-10000369,Office Supplies,Art,6.672,6,0.2,0.5004
"2020-09-15",439,CA-2017-130043,Standard Class,BB-11545,Corporate,United States,Houston,Texas,77070,Central,OFF-PA-10002230,Office Supplies,Paper,31.872,8,0.2,11.5536
"2020-01-20",440,CA-2017-157252,Second Class,CV-12805,Corporate,United States,New York City,New York,10024,East,FUR-CH-10003396,Furniture,Chairs,207.846,3,0.1,2.3094
"2020-03-20",447,CA-2017-154214,Second Class,TB-21595,Consumer,United States,Columbus,Indiana,47201,Central,FUR-FU-10000206,Furniture,Furnishings,2.91,1,0.0,1.3677
"2020-10-20",455,CA-2017-147277,Standard Class,EB-13705,Corporate,United States,Akron,Ohio,44312,East,OFF-ST-10000142,Office Supplies,Storage,665.408,2,0.2,66.5408
"2020-06-10",485,CA-2017-140963,First Class,MT-18070,Home Office,United States,Los Angeles,California,90045,West,OFF-LA-10003923,Office Supplies,Labels,29.6,2,0.0,14.8
"2020-06-10",487,CA-2017-140963,First Class,MT-18070,Home Office,United States,Los Angeles,California,90045,West,TEC-PH-10001924,Technology,Phones,279.96,5,0.2,17.4975
"2020-11-12",506,CA-2017-134978,Second Class,EB-13705,Corporate,United States,New York City,New York,10024,East,OFF-BI-10003274,Office Supplies,Binders,15.92,5,0.2,5.373
"2020-11-26",511,CA-2017-135307,First Class,LS-17245,Consumer,United States,Gladstone,Missouri,64118,Central,FUR-FU-10001290,Furniture,Furnishings,126.3,3,0.0,40.416
"2020-11-26",512,CA-2017-135307,First Class,LS-17245,Consumer,United States,Gladstone,Missouri,64118,Central,TEC-AC-10002399,Technology,Accessories,38.04,2,0.0,12.1728
"2020-12-21",514,CA-2017-163405,Standard Class,BN-11515,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10003811,Office Supplies,Art,6.63,3,0.0,1.7901
"2020-12-21",515,CA-2017-163405,Standard Class,BN-11515,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10001246,Office Supplies,Art,5.88,2,0.0,1.7052
"2020-01-22",516,CA-2017-127432,Standard Class,AD-10180,Home Office,United States,Great Falls,Montana,59405,West,TEC-CO-10003236,Technology,Copiers,2999.95,5,0.0,1379.977
"2020-01-22",517,CA-2017-127432,Standard Class,AD-10180,Home Office,United States,Great Falls,Montana,59405,West,OFF-ST-10004507,Office Supplies,Storage,51.45,3,0.0,13.8915
"2020-01-22",518,CA-2017-127432,Standard Class,AD-10180,Home Office,United States,Great Falls,Montana,59405,West,OFF-PA-10001667,Office Supplies,Paper,11.96,2,0.0,5.382
"2020-01-22",519,CA-2017-127432,Standard Class,AD-10180,Home Office,United States,Great Falls,Montana,59405,West,OFF-ST-10004459,Office Supplies,Storage,1126.02,3,0.0,56.301
"2020-01-23",523,CA-2017-145142,First Class,MC-17605,Corporate,United States,Detroit,Michigan,48234,Central,FUR-TA-10001857,Furniture,Tables,210.98,2,0.0,21.098
"2020-10-21",527,CA-2017-113558,Standard Class,PH-18790,Home Office,United States,Lakeland,Florida,33801,South,FUR-CH-10003379,Furniture,Chairs,683.952,3,0.2,42.747
"2020-10-21",528,CA-2017-113558,Standard Class,PH-18790,Home Office,United States,Lakeland,Florida,33801,South,FUR-FU-10001756,Furniture,Furnishings,45.696,3,0.2,5.1408
"2020-09-07",533,US-2017-129441,Standard Class,JC-15340,Consumer,United States,Los Angeles,California,90032,West,FUR-FU-10000448,Furniture,Furnishings,47.94,3,0.0,2.397
"2020-11-19",547,CA-2017-162929,First Class,AS-10135,Home Office,United States,New York City,New York,10035,East,OFF-BI-10000404,Office Supplies,Binders,41.28,6,0.2,13.932
"2020-11-19",548,CA-2017-162929,First Class,AS-10135,Home Office,United States,New York City,New York,10035,East,OFF-PA-10002986,Office Supplies,Paper,13.36,2,0.0,6.4128
"2020-09-11",553,CA-2017-112774,First Class,RC-19960,Consumer,United States,Jacksonville,Florida,32216,South,FUR-FU-10003039,Furniture,Furnishings,34.504,1,0.2,6.0382
"2020-11-24",554,CA-2017-101945,Standard Class,GT-14710,Consumer,United States,Houston,Texas,77070,Central,OFF-FA-10004248,Office Supplies,Fasteners,10.824,3,0.2,2.5707
"2020-06-29",555,CA-2017-100650,Second Class,DK-13225,Corporate,United States,Anaheim,California,92804,West,OFF-ST-10001780,Office Supplies,Storage,1295.78,2,0.0,310.9872
"2020-11-20",560,CA-2017-118731,Second Class,LP-17080,Consumer,United States,San Francisco,California,94110,West,FUR-FU-10003347,Furniture,Furnishings,42.6,3,0.0,16.614
"2020-11-20",561,CA-2017-118731,Second Class,LP-17080,Consumer,United States,San Francisco,California,94110,West,OFF-BI-10000069,Office Supplies,Binders,84.056,7,0.2,27.3182
"2020-12-07",566,CA-2017-137099,First Class,FP-14320,Consumer,United States,Los Angeles,California,90008,West,TEC-PH-10002496,Technology,Phones,374.376,3,0.2,46.797
"2020-10-01",567,CA-2017-156951,Standard Class,EB-13840,Corporate,United States,Seattle,Washington,98105,West,OFF-PA-10004530,Office Supplies,Paper,91.84,8,0.0,45.0016
"2020-10-01",568,CA-2017-156951,Standard Class,EB-13840,Corporate,United States,Seattle,Washington,98105,West,OFF-BI-10001107,Office Supplies,Binders,81.088,7,0.2,27.3672
"2020-10-01",569,CA-2017-156951,Standard Class,EB-13840,Corporate,United States,Seattle,Washington,98105,West,OFF-PA-10004451,Office Supplies,Paper,19.44,3,0.0,9.3312
"2020-12-28",571,CA-2017-164826,Standard Class,JF-15415,Consumer,United States,New York City,New York,10024,East,OFF-LA-10001297,Office Supplies,Labels,72.45,7,0.0,34.776
"2020-12-28",572,CA-2017-164826,Standard Class,JF-15415,Consumer,United States,New York City,New York,10024,East,OFF-FA-10000585,Office Supplies,Fasteners,13.96,4,0.0,6.4216
"2020-12-28",573,CA-2017-164826,Standard Class,JF-15415,Consumer,United States,New York City,New York,10024,East,OFF-BI-10001922,Office Supplies,Binders,33.264,7,0.2,11.2266
"2020-12-28",574,CA-2017-164826,Standard Class,JF-15415,Consumer,United States,New York City,New York,10024,East,TEC-PH-10000347,Technology,Phones,14.85,3,0.0,4.0095
"2020-07-20",579,CA-2017-118640,Standard Class,CS-11950,Consumer,United States,Chicago,Illinois,60610,Central,OFF-ST-10002974,Office Supplies,Storage,69.712,2,0.2,8.714
"2020-12-01",582,CA-2017-145233,Standard Class,DV-13465,Consumer,United States,Denver,Colorado,80219,West,TEC-PH-10004977,Technology,Phones,470.376,3,0.2,52.9173
"2020-12-01",583,CA-2017-145233,Standard Class,DV-13465,Consumer,United States,Denver,Colorado,80219,West,TEC-PH-10000586,Technology,Phones,105.584,2,0.2,9.2386
"2020-12-01",584,CA-2017-145233,Standard Class,DV-13465,Consumer,United States,Denver,Colorado,80219,West,OFF-AP-10000358,Office Supplies,Appliances,31.152,3,0.2,3.5046
"2020-12-01",586,CA-2017-145233,Standard Class,DV-13465,Consumer,United States,Denver,Colorado,80219,West,TEC-PH-10001254,Technology,Phones,406.368,4,0.2,30.4776
"2020-11-14",615,CA-2017-138611,Second Class,CK-12595,Consumer,United States,Grove City,Ohio,43123,East,TEC-PH-10000011,Technology,Phones,119.94,10,0.4,15.992
"2020-08-18",617,CA-2017-117947,Second Class,NG-18355,Corporate,United States,New York City,New York,10011,East,FUR-FU-10003849,Furniture,Furnishings,40.48,2,0.0,15.7872
"2020-08-18",618,CA-2017-117947,Second Class,NG-18355,Corporate,United States,New York City,New York,10011,East,FUR-FU-10000010,Furniture,Furnishings,9.94,2,0.0,3.0814
"2020-08-18",619,CA-2017-117947,Second Class,NG-18355,Corporate,United States,New York City,New York,10011,East,OFF-BI-10002824,Office Supplies,Binders,107.424,9,0.2,33.57
"2020-08-18",620,CA-2017-117947,Second Class,NG-18355,Corporate,United States,New York City,New York,10011,East,TEC-PH-10002538,Technology,Phones,37.91,1,0.0,10.9939
"2020-08-18",621,CA-2017-117947,Second Class,NG-18355,Corporate,United States,New York City,New York,10011,East,FUR-FU-10000521,Furniture,Furnishings,88.02,3,0.0,27.2862
"2020-09-15",627,CA-2017-163020,Standard Class,MO-17800,Home Office,United States,New York City,New York,10009,East,FUR-FU-10000221,Furniture,Furnishings,35.56,7,0.0,12.0904
"2020-05-19",628,CA-2017-153787,Standard Class,AT-10735,Consumer,United States,Seattle,Washington,98115,West,OFF-AP-10001563,Office Supplies,Appliances,97.16,2,0.0,28.1764
"2020-12-17",629,CA-2017-133431,Standard Class,LC-17140,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10000605,Office Supplies,Binders,15.24,5,0.2,5.1435
"2020-12-17",630,CA-2017-133431,Standard Class,LC-17140,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10002615,Office Supplies,Paper,13.23,3,0.0,6.0858
"2020-09-24",634,CA-2017-144694,Second Class,BD-11605,Consumer,United States,Miami,Florida,33180,South,TEC-AC-10002857,Technology,Accessories,17.88,3,0.2,2.4585
"2020-09-24",635,CA-2017-144694,Second Class,BD-11605,Consumer,United States,Miami,Florida,33180,South,OFF-LA-10003930,Office Supplies,Labels,235.944,3,0.2,85.5297
"2020-07-30",642,CA-2017-167913,Second Class,JL-15835,Consumer,United States,Mission Viejo,California,92691,West,OFF-ST-10000585,Office Supplies,Storage,330.4,2,0.0,85.904
"2020-07-30",643,CA-2017-167913,Second Class,JL-15835,Consumer,United States,Mission Viejo,California,92691,West,OFF-LA-10002787,Office Supplies,Labels,26.25,7,0.0,12.6
"2020-06-10",644,CA-2017-106103,Standard Class,SC-20305,Consumer,United States,Rochester Hills,Michigan,48307,Central,TEC-AC-10003832,Technology,Accessories,132.52,4,0.0,54.3332
"2020-07-21",645,US-2017-127719,Standard Class,TW-21025,Home Office,United States,Plainfield,New Jersey,7060,East,OFF-PA-10001934,Office Supplies,Paper,6.48,1,0.0,3.1752
"2020-12-30",646,CA-2017-126221,Standard Class,CC-12430,Home Office,United States,Columbus,Indiana,47201,Central,OFF-AP-10002457,Office Supplies,Appliances,209.3,2,0.0,56.511
"2020-06-19",653,CA-2017-140844,Standard Class,AR-10405,Corporate,United States,New York City,New York,10035,East,OFF-PA-10003892,Office Supplies,Paper,97.82,2,0.0,45.9754
"2020-06-19",654,CA-2017-140844,Standard Class,AR-10405,Corporate,United States,New York City,New York,10035,East,TEC-AC-10001101,Technology,Accessories,103.12,8,0.0,10.312
"2020-06-08",666,CA-2017-132682,Second Class,TH-21235,Corporate,United States,Dallas,Texas,75081,Central,OFF-SU-10004231,Office Supplies,Supplies,23.76,3,0.2,2.079
"2020-06-08",667,CA-2017-132682,Second Class,TH-21235,Corporate,United States,Dallas,Texas,75081,Central,OFF-PA-10000474,Office Supplies,Paper,85.056,3,0.2,28.7064
"2020-06-08",668,CA-2017-132682,Second Class,TH-21235,Corporate,United States,Dallas,Texas,75081,Central,TEC-PH-10004042,Technology,Phones,381.576,3,0.2,28.6182
"2020-06-09",672,US-2017-106663,Standard Class,MO-17800,Home Office,United States,Chicago,Illinois,60653,Central,OFF-PA-10002377,Office Supplies,Paper,36.352,8,0.2,11.36
"2020-06-15",673,CA-2017-111178,Standard Class,TD-20995,Consumer,United States,Quincy,Illinois,62301,Central,OFF-AR-10001954,Office Supplies,Art,19.56,5,0.2,1.7115
"2020-12-05",674,CA-2017-130351,First Class,RB-19570,Consumer,United States,Columbus,Indiana,47201,Central,OFF-AP-10004532,Office Supplies,Appliances,61.44,3,0.0,16.5888
"2020-12-05",675,CA-2017-130351,First Class,RB-19570,Consumer,United States,Columbus,Indiana,47201,Central,OFF-PA-10002137,Office Supplies,Paper,38.9,5,0.0,17.505
"2020-12-05",676,CA-2017-130351,First Class,RB-19570,Consumer,United States,Columbus,Indiana,47201,Central,TEC-AC-10003832,Technology,Accessories,99.39,3,0.0,40.7499
"2020-03-18",678,US-2017-119438,Standard Class,CD-11980,Consumer,United States,Tyler,Texas,75701,Central,TEC-AC-10003614,Technology,Accessories,27.816,3,0.2,4.5201
"2020-11-04",685,US-2017-168116,Same Day,GT-14635,Corporate,United States,Burlington,North Carolina,27217,South,OFF-AP-10002457,Office Supplies,Appliances,167.44,2,0.2,14.651
"2020-12-25",689,CA-2017-161480,Standard Class,RA-19285,Consumer,United States,New York City,New York,10035,East,FUR-BO-10004015,Furniture,Bookcases,191.984,2,0.2,4.7996
"2020-09-02",702,CA-2017-114552,Standard Class,Dl-13600,Corporate,United States,Cleveland,Ohio,44105,East,FUR-FU-10002960,Furniture,Furnishings,15.072,3,0.2,4.1448
